timestamp, system, entity , value (m)
1625581278.953, lauv-roald, DVL, 0.949
1625581279.042, lauv-roald, SmartX, 1.204
1625581279.355, lauv-roald, DVL, 0.937
1625581279.542, lauv-roald, SmartX, 1.204
1625581279.550, lauv-roald, DVL, 0.948
1625581279.749, lauv-roald, DVL, 0.942
1625581280.042, lauv-roald, SmartX, 1.214
1625581280.150, lauv-roald, DVL, 0.944
1625581280.350, lauv-roald, DVL, 0.945
1625581280.542, lauv-roald, SmartX, 1.204
1625581280.555, lauv-roald, DVL, 0.936
1625581280.949, lauv-roald, DVL, 0.935
1625581281.042, lauv-roald, SmartX, 1.184
1625581281.153, lauv-roald, DVL, 0.937
1625581281.354, lauv-roald, DVL, 0.947
1625581281.542, lauv-roald, SmartX, 1.214
1625581281.748, lauv-roald, DVL, 0.948
1625581281.953, lauv-roald, DVL, 0.943
1625581282.042, lauv-roald, SmartX, 1.214
1625581282.151, lauv-roald, DVL, 0.940
1625581282.542, lauv-roald, SmartX, 1.214
1625581282.550, lauv-roald, DVL, 0.938
1625581282.749, lauv-roald, DVL, 0.934
1625581282.952, lauv-roald, DVL, 0.936
1625581283.043, lauv-roald, SmartX, 1.214
1625581283.353, lauv-roald, DVL, 0.945
1625581283.542, lauv-roald, SmartX, 1.194
1625581283.551, lauv-roald, DVL, 0.938
1625581283.750, lauv-roald, DVL, 0.945
1625581284.042, lauv-roald, SmartX, 1.204
1625581284.151, lauv-roald, DVL, 0.944
1625581284.350, lauv-roald, DVL, 0.939
1625581284.542, lauv-roald, SmartX, 1.204
1625581284.553, lauv-roald, DVL, 0.947
1625581284.952, lauv-roald, DVL, 0.948
1625581285.042, lauv-roald, SmartX, 1.214
1625581285.152, lauv-roald, DVL, 0.949
1625581285.350, lauv-roald, DVL, 0.936
1625581285.542, lauv-roald, SmartX, 1.194
1625581285.754, lauv-roald, DVL, 0.938
1625581285.953, lauv-roald, DVL, 0.933
1625581286.042, lauv-roald, SmartX, 1.184
1625581286.150, lauv-roald, DVL, 0.946
1625581286.542, lauv-roald, SmartX, 1.204
1625581286.551, lauv-roald, DVL, 0.939
1625581286.751, lauv-roald, DVL, 0.933
1625581286.954, lauv-roald, DVL, 0.935
1625581287.042, lauv-roald, SmartX, 1.194
1625581287.353, lauv-roald, DVL, 0.929
1625581287.542, lauv-roald, SmartX, 1.194
1625581287.551, lauv-roald, DVL, 0.937
1625581287.752, lauv-roald, DVL, 0.933
1625581288.042, lauv-roald, SmartX, 1.194
1625581288.152, lauv-roald, DVL, 0.930
1625581288.351, lauv-roald, DVL, 0.934
1625581288.542, lauv-roald, SmartX, 1.204
1625581288.550, lauv-roald, DVL, 0.940
1625581288.948, lauv-roald, DVL, 0.941
1625581289.042, lauv-roald, SmartX, 1.214
1625581289.154, lauv-roald, DVL, 0.943
1625581289.351, lauv-roald, DVL, 0.942
1625581289.542, lauv-roald, SmartX, 1.194
1625581289.754, lauv-roald, DVL, 0.940
1625581289.953, lauv-roald, DVL, 0.939
1625581290.042, lauv-roald, SmartX, 1.224
1625581290.154, lauv-roald, DVL, 0.940
1625581290.542, lauv-roald, SmartX, 1.283
1625581290.551, lauv-roald, DVL, 0.949
1625581290.746, lauv-roald, DVL, 0.968
1625581290.952, lauv-roald, DVL, 0.998
1625581291.042, lauv-roald, SmartX, 1.363
1625581291.336, lauv-roald, DVL, 1.044
1625581291.536, lauv-roald, DVL, 1.071
1625581291.542, lauv-roald, SmartX, 1.443
1625581291.738, lauv-roald, DVL, 1.099
1625581292.042, lauv-roald, SmartX, 1.552
1625581292.139, lauv-roald, DVL, 1.182
1625581292.340, lauv-roald, DVL, 1.225
1625581292.541, lauv-roald, SmartX, 1.681
1625581292.543, lauv-roald, DVL, 1.274
1625581292.947, lauv-roald, DVL, 1.371
1625581293.041, lauv-roald, SmartX, 1.811
1625581293.147, lauv-roald, DVL, 1.417
1625581293.350, lauv-roald, DVL, 1.466
1625581293.541, lauv-roald, SmartX, 1.900
1625581293.750, lauv-roald, DVL, 1.556
1625581293.950, lauv-roald, DVL, 1.594
1625581294.041, lauv-roald, SmartX, 2.000
1625581294.146, lauv-roald, DVL, 1.635
1625581294.541, lauv-roald, SmartX, 2.069
1625581294.548, lauv-roald, DVL, 1.712
1625581294.752, lauv-roald, DVL, 1.738
1625581294.949, lauv-roald, DVL, 1.782
1625581295.041, lauv-roald, SmartX, 2.139
1625581295.352, lauv-roald, DVL, 1.830
1625581295.541, lauv-roald, SmartX, 2.189
1625581295.553, lauv-roald, DVL, 1.859
1625581295.750, lauv-roald, DVL, 1.875
1625581296.041, lauv-roald, SmartX, 2.248
1625581296.149, lauv-roald, DVL, 1.935
1625581296.349, lauv-roald, DVL, 1.948
1625581296.541, lauv-roald, SmartX, 2.308
1625581296.550, lauv-roald, DVL, 1.978
1625581296.949, lauv-roald, DVL, 2.029
1625581297.041, lauv-roald, SmartX, 2.348
1625581297.155, lauv-roald, DVL, 2.038
1625581297.347, lauv-roald, DVL, 2.059
1625581297.541, lauv-roald, SmartX, 2.388
1625581297.753, lauv-roald, DVL, 2.092
1625581297.950, lauv-roald, DVL, 2.110
1625581298.041, lauv-roald, SmartX, 2.417
1625581298.153, lauv-roald, DVL, 2.132
1625581298.541, lauv-roald, SmartX, 2.447
1625581298.554, lauv-roald, DVL, 2.147
1625581298.752, lauv-roald, DVL, 2.166
1625581298.948, lauv-roald, DVL, 2.176
1625581299.041, lauv-roald, SmartX, 2.457
1625581299.343, lauv-roald, DVL, 2.177
1625581299.541, lauv-roald, SmartX, 2.467
1625581299.542, lauv-roald, DVL, 2.187
1625581299.736, lauv-roald, DVL, 2.190
1625581300.041, lauv-roald, SmartX, 2.487
1625581300.140, lauv-roald, DVL, 2.203
1625581300.345, lauv-roald, DVL, 2.207
1625581300.541, lauv-roald, SmartX, 2.547
1625581300.548, lauv-roald, DVL, 2.220
1625581300.953, lauv-roald, DVL, 2.246
1625581301.041, lauv-roald, SmartX, 2.587
1625581301.147, lauv-roald, DVL, 2.255
1625581301.354, lauv-roald, DVL, 2.275
1625581301.541, lauv-roald, SmartX, 2.606
1625581301.751, lauv-roald, DVL, 2.313
1625581301.953, lauv-roald, DVL, 2.329
1625581302.041, lauv-roald, SmartX, 2.636
1625581302.147, lauv-roald, DVL, 2.349
1625581302.541, lauv-roald, SmartX, 2.676
1625581302.544, lauv-roald, DVL, 2.374
1625581302.749, lauv-roald, DVL, 2.385
1625581302.948, lauv-roald, DVL, 2.401
1625581303.041, lauv-roald, SmartX, 2.706
1625581303.353, lauv-roald, DVL, 2.416
1625581303.540, lauv-roald, SmartX, 2.696
1625581303.554, lauv-roald, DVL, 2.419
1625581303.752, lauv-roald, DVL, 2.419
1625581304.041, lauv-roald, SmartX, 2.686
1625581304.153, lauv-roald, DVL, 2.434
1625581304.351, lauv-roald, DVL, 2.431
1625581304.541, lauv-roald, SmartX, 2.686
1625581304.552, lauv-roald, DVL, 2.421
1625581304.951, lauv-roald, DVL, 2.404
1625581305.041, lauv-roald, SmartX, 2.656
1625581305.149, lauv-roald, DVL, 2.402
1625581305.350, lauv-roald, DVL, 2.391
1625581305.540, lauv-roald, SmartX, 2.626
1625581305.754, lauv-roald, DVL, 2.378
1625581305.949, lauv-roald, DVL, 2.365
1625581306.041, lauv-roald, SmartX, 2.626
1625581306.153, lauv-roald, DVL, 2.357
1625581306.540, lauv-roald, SmartX, 2.626
1625581306.553, lauv-roald, DVL, 2.352
1625581306.754, lauv-roald, DVL, 2.353
1625581306.953, lauv-roald, DVL, 2.344
1625581307.040, lauv-roald, SmartX, 2.636
1625581307.352, lauv-roald, DVL, 2.353
1625581307.540, lauv-roald, SmartX, 2.646
1625581307.550, lauv-roald, DVL, 2.363
1625581307.750, lauv-roald, DVL, 2.359
1625581308.040, lauv-roald, SmartX, 2.656
1625581308.151, lauv-roald, DVL, 2.373
1625581308.349, lauv-roald, DVL, 2.377
1625581308.540, lauv-roald, SmartX, 2.676
1625581308.548, lauv-roald, DVL, 2.392
1625581308.950, lauv-roald, DVL, 2.398
1625581309.040, lauv-roald, SmartX, 2.696
1625581309.149, lauv-roald, DVL, 2.415
1625581309.349, lauv-roald, DVL, 2.420
1625581309.540, lauv-roald, SmartX, 2.726
1625581309.751, lauv-roald, DVL, 2.442
1625581309.949, lauv-roald, DVL, 2.450
1625581310.040, lauv-roald, SmartX, 2.736
1625581310.153, lauv-roald, DVL, 2.457
1625581310.540, lauv-roald, SmartX, 2.726
1625581310.553, lauv-roald, DVL, 2.467
1625581310.750, lauv-roald, DVL, 2.478
1625581310.953, lauv-roald, DVL, 2.474
1625581311.040, lauv-roald, SmartX, 2.726
1625581311.351, lauv-roald, DVL, 2.463
1625581311.540, lauv-roald, SmartX, 2.686
1625581311.552, lauv-roald, DVL, 2.464
1625581311.750, lauv-roald, DVL, 2.455
1625581312.040, lauv-roald, SmartX, 2.666
1625581312.151, lauv-roald, DVL, 2.425
1625581312.355, lauv-roald, DVL, 2.418
1625581312.540, lauv-roald, SmartX, 2.626
1625581312.555, lauv-roald, DVL, 2.406
1625581312.950, lauv-roald, DVL, 2.391
1625581313.040, lauv-roald, SmartX, 2.626
1625581313.150, lauv-roald, DVL, 2.374
1625581313.351, lauv-roald, DVL, 2.371
1625581313.540, lauv-roald, SmartX, 2.626
1625581313.753, lauv-roald, DVL, 2.361
1625581313.952, lauv-roald, DVL, 2.361
1625581314.040, lauv-roald, SmartX, 2.636
1625581314.152, lauv-roald, DVL, 2.359
1625581314.540, lauv-roald, SmartX, 2.666
1625581314.552, lauv-roald, DVL, 2.352
1625581314.753, lauv-roald, DVL, 2.366
1625581314.953, lauv-roald, DVL, 2.375
1625581315.040, lauv-roald, SmartX, 2.656
1625581315.350, lauv-roald, DVL, 2.382
1625581315.540, lauv-roald, SmartX, 2.676
1625581315.547, lauv-roald, DVL, 2.388
1625581315.752, lauv-roald, DVL, 2.402
1625581316.040, lauv-roald, SmartX, 2.706
1625581316.147, lauv-roald, DVL, 2.424
1625581316.347, lauv-roald, DVL, 2.425
1625581316.540, lauv-roald, SmartX, 2.726
1625581316.549, lauv-roald, DVL, 2.428
1625581316.950, lauv-roald, DVL, 2.456
1625581317.040, lauv-roald, SmartX, 2.726
1625581317.149, lauv-roald, DVL, 2.468
1625581317.353, lauv-roald, DVL, 2.462
1625581317.540, lauv-roald, SmartX, 2.766
1625581317.752, lauv-roald, DVL, 2.481
1625581317.954, lauv-roald, DVL, 2.495
1625581318.040, lauv-roald, SmartX, 2.746
1625581318.152, lauv-roald, DVL, 2.497
1625581318.540, lauv-roald, SmartX, 2.706
1625581318.547, lauv-roald, DVL, 2.479
1625581318.751, lauv-roald, DVL, 2.483
1625581318.949, lauv-roald, DVL, 2.478
1625581319.040, lauv-roald, SmartX, 2.686
1625581319.354, lauv-roald, DVL, 2.444
1625581319.540, lauv-roald, SmartX, 2.656
1625581319.551, lauv-roald, DVL, 2.423
1625581319.750, lauv-roald, DVL, 2.414
1625581320.040, lauv-roald, SmartX, 2.626
1625581320.151, lauv-roald, DVL, 2.391
1625581320.352, lauv-roald, DVL, 2.375
1625581320.540, lauv-roald, SmartX, 2.636
1625581320.553, lauv-roald, DVL, 2.367
1625581320.950, lauv-roald, DVL, 2.362
1625581321.040, lauv-roald, SmartX, 2.626
1625581321.150, lauv-roald, DVL, 2.352
1625581321.345, lauv-roald, DVL, 2.349
1625581321.539, lauv-roald, SmartX, 2.616
1625581321.734, lauv-roald, DVL, 2.345
1625581321.935, lauv-roald, DVL, 2.350
1625581322.039, lauv-roald, SmartX, 2.626
1625581322.139, lauv-roald, DVL, 2.351
1625581322.539, lauv-roald, SmartX, 2.676
1625581322.550, lauv-roald, DVL, 2.374
1625581322.750, lauv-roald, DVL, 2.379
1625581322.949, lauv-roald, DVL, 2.402
1625581323.039, lauv-roald, SmartX, 2.716
1625581323.348, lauv-roald, DVL, 2.433
1625581323.539, lauv-roald, SmartX, 2.746
1625581323.549, lauv-roald, DVL, 2.449
1625581323.750, lauv-roald, DVL, 2.459
1625581324.039, lauv-roald, SmartX, 2.756
1625581324.150, lauv-roald, DVL, 2.495
1625581324.353, lauv-roald, DVL, 2.499
1625581324.539, lauv-roald, SmartX, 2.756
1625581324.554, lauv-roald, DVL, 2.492
1625581324.954, lauv-roald, DVL, 2.495
1625581325.039, lauv-roald, SmartX, 2.736
1625581325.155, lauv-roald, DVL, 2.500
1625581325.351, lauv-roald, DVL, 2.479
1625581325.539, lauv-roald, SmartX, 2.686
1625581325.756, lauv-roald, DVL, 2.467
1625581325.949, lauv-roald, DVL, 2.460
1625581326.039, lauv-roald, SmartX, 2.676
1625581326.153, lauv-roald, DVL, 2.439
1625581326.539, lauv-roald, SmartX, 2.646
1625581326.550, lauv-roald, DVL, 2.410
1625581326.751, lauv-roald, DVL, 2.404
1625581326.950, lauv-roald, DVL, 2.399
1625581327.039, lauv-roald, SmartX, 2.646
1625581327.354, lauv-roald, DVL, 2.380
1625581327.539, lauv-roald, SmartX, 2.626
1625581327.552, lauv-roald, DVL, 2.374
1625581327.752, lauv-roald, DVL, 2.369
1625581328.039, lauv-roald, SmartX, 2.636
1625581328.147, lauv-roald, DVL, 2.362
1625581328.347, lauv-roald, DVL, 2.355
1625581328.539, lauv-roald, SmartX, 2.626
1625581328.542, lauv-roald, DVL, 2.356
1625581328.947, lauv-roald, DVL, 2.367
1625581329.039, lauv-roald, SmartX, 2.636
1625581329.141, lauv-roald, DVL, 2.367
1625581329.346, lauv-roald, DVL, 2.366
1625581329.539, lauv-roald, SmartX, 2.666
1625581329.749, lauv-roald, DVL, 2.389
1625581329.949, lauv-roald, DVL, 2.399
1625581330.039, lauv-roald, SmartX, 2.716
1625581330.165, lauv-roald, DVL, 2.404
1625581330.539, lauv-roald, SmartX, 2.716
1625581330.554, lauv-roald, DVL, 2.436
1625581330.753, lauv-roald, DVL, 2.442
1625581330.950, lauv-roald, DVL, 2.457
1625581331.039, lauv-roald, SmartX, 2.746
1625581331.353, lauv-roald, DVL, 2.467
1625581331.539, lauv-roald, SmartX, 2.736
1625581331.553, lauv-roald, DVL, 2.484
1625581331.751, lauv-roald, DVL, 2.479
1625581332.039, lauv-roald, SmartX, 2.736
1625581332.152, lauv-roald, DVL, 2.484
1625581332.350, lauv-roald, DVL, 2.475
1625581332.539, lauv-roald, SmartX, 2.706
1625581332.552, lauv-roald, DVL, 2.463
1625581332.947, lauv-roald, DVL, 2.450
1625581333.039, lauv-roald, SmartX, 2.676
1625581333.154, lauv-roald, DVL, 2.451
1625581333.355, lauv-roald, DVL, 2.420
1625581333.539, lauv-roald, SmartX, 2.656
1625581333.750, lauv-roald, DVL, 2.397
1625581333.950, lauv-roald, DVL, 2.393
1625581334.039, lauv-roald, SmartX, 2.646
1625581334.153, lauv-roald, DVL, 2.380
1625581334.539, lauv-roald, SmartX, 2.636
1625581334.555, lauv-roald, DVL, 2.377
1625581334.753, lauv-roald, DVL, 2.371
1625581334.953, lauv-roald, DVL, 2.373
1625581335.038, lauv-roald, SmartX, 2.646
1625581335.351, lauv-roald, DVL, 2.369
1625581335.539, lauv-roald, SmartX, 2.676
1625581335.551, lauv-roald, DVL, 2.375
1625581335.751, lauv-roald, DVL, 2.387
1625581336.038, lauv-roald, SmartX, 2.666
1625581336.135, lauv-roald, DVL, 2.395
1625581336.335, lauv-roald, DVL, 2.391
1625581336.533, lauv-roald, DVL, 2.391
1625581336.539, lauv-roald, SmartX, 2.696
1625581336.950, lauv-roald, DVL, 2.412
1625581337.038, lauv-roald, SmartX, 2.716
1625581337.151, lauv-roald, DVL, 2.439
1625581337.350, lauv-roald, DVL, 2.438
1625581337.539, lauv-roald, SmartX, 2.756
1625581337.751, lauv-roald, DVL, 2.471
1625581337.954, lauv-roald, DVL, 2.478
1625581338.038, lauv-roald, SmartX, 2.756
1625581338.152, lauv-roald, DVL, 2.492
1625581338.538, lauv-roald, SmartX, 2.746
1625581338.551, lauv-roald, DVL, 2.500
1625581338.751, lauv-roald, DVL, 2.497
1625581338.953, lauv-roald, DVL, 2.483
1625581339.038, lauv-roald, SmartX, 2.716
1625581339.352, lauv-roald, DVL, 2.475
1625581339.538, lauv-roald, SmartX, 2.676
1625581339.552, lauv-roald, DVL, 2.462
1625581339.754, lauv-roald, DVL, 2.437
1625581340.038, lauv-roald, SmartX, 2.656
1625581340.151, lauv-roald, DVL, 2.419
1625581340.352, lauv-roald, DVL, 2.400
1625581340.538, lauv-roald, SmartX, 2.636
1625581340.553, lauv-roald, DVL, 2.389
1625581340.956, lauv-roald, DVL, 2.383
1625581341.038, lauv-roald, SmartX, 2.636
1625581341.154, lauv-roald, DVL, 2.369
1625581341.352, lauv-roald, DVL, 2.353
1625581341.538, lauv-roald, SmartX, 2.636
1625581341.750, lauv-roald, DVL, 2.360
1625581341.953, lauv-roald, DVL, 2.368
1625581342.038, lauv-roald, SmartX, 2.646
1625581342.154, lauv-roald, DVL, 2.376
1625581342.538, lauv-roald, SmartX, 2.666
1625581342.550, lauv-roald, DVL, 2.381
1625581342.748, lauv-roald, DVL, 2.394
1625581342.951, lauv-roald, DVL, 2.401
1625581343.038, lauv-roald, SmartX, 2.706
1625581343.350, lauv-roald, DVL, 2.418
1625581343.538, lauv-roald, SmartX, 2.716
1625581343.547, lauv-roald, DVL, 2.427
1625581343.750, lauv-roald, DVL, 2.443
1625581344.038, lauv-roald, SmartX, 2.746
1625581344.153, lauv-roald, DVL, 2.457
1625581344.347, lauv-roald, DVL, 2.469
1625581344.538, lauv-roald, SmartX, 2.746
1625581344.551, lauv-roald, DVL, 2.477
1625581344.952, lauv-roald, DVL, 2.490
1625581345.038, lauv-roald, SmartX, 2.756
1625581345.153, lauv-roald, DVL, 2.496
1625581345.354, lauv-roald, DVL, 2.500
1625581345.538, lauv-roald, SmartX, 2.766
1625581345.753, lauv-roald, DVL, 2.507
1625581345.953, lauv-roald, DVL, 2.509
1625581346.038, lauv-roald, SmartX, 2.756
1625581346.150, lauv-roald, DVL, 2.500
1625581346.537, lauv-roald, SmartX, 2.746
1625581346.547, lauv-roald, DVL, 2.495
1625581346.755, lauv-roald, DVL, 2.502
1625581346.953, lauv-roald, DVL, 2.491
1625581347.038, lauv-roald, SmartX, 2.746
1625581347.352, lauv-roald, DVL, 2.469
1625581347.537, lauv-roald, SmartX, 2.726
1625581347.553, lauv-roald, DVL, 2.472
1625581347.752, lauv-roald, DVL, 2.458
1625581348.038, lauv-roald, SmartX, 2.726
1625581348.149, lauv-roald, DVL, 2.453
1625581348.355, lauv-roald, DVL, 2.438
1625581348.538, lauv-roald, SmartX, 2.716
1625581348.548, lauv-roald, DVL, 2.441
1625581348.951, lauv-roald, DVL, 2.435
1625581349.038, lauv-roald, SmartX, 2.716
1625581349.151, lauv-roald, DVL, 2.434
1625581349.340, lauv-roald, DVL, 2.426
1625581349.538, lauv-roald, SmartX, 2.716
1625581349.735, lauv-roald, DVL, 2.435
1625581349.936, lauv-roald, DVL, 2.421
1625581350.038, lauv-roald, SmartX, 2.706
1625581350.147, lauv-roald, DVL, 2.425
1625581350.538, lauv-roald, SmartX, 2.726
1625581350.551, lauv-roald, DVL, 2.432
1625581350.751, lauv-roald, DVL, 2.441
1625581350.955, lauv-roald, DVL, 2.445
1625581351.037, lauv-roald, SmartX, 2.726
1625581351.355, lauv-roald, DVL, 2.451
1625581351.537, lauv-roald, SmartX, 2.746
1625581351.554, lauv-roald, DVL, 2.459
1625581351.754, lauv-roald, DVL, 2.466
1625581352.037, lauv-roald, SmartX, 2.726
1625581352.153, lauv-roald, DVL, 2.476
1625581352.350, lauv-roald, DVL, 2.474
1625581352.537, lauv-roald, SmartX, 2.746
1625581352.556, lauv-roald, DVL, 2.482
1625581352.953, lauv-roald, DVL, 2.474
1625581353.037, lauv-roald, SmartX, 2.746
1625581353.154, lauv-roald, DVL, 2.480
1625581353.352, lauv-roald, DVL, 2.475
1625581353.537, lauv-roald, SmartX, 2.726
1625581353.750, lauv-roald, DVL, 2.482
1625581353.951, lauv-roald, DVL, 2.480
1625581354.037, lauv-roald, SmartX, 2.746
1625581354.154, lauv-roald, DVL, 2.470
1625581354.537, lauv-roald, SmartX, 2.726
1625581354.549, lauv-roald, DVL, 2.472
1625581354.748, lauv-roald, DVL, 2.482
1625581354.952, lauv-roald, DVL, 2.470
1625581355.037, lauv-roald, SmartX, 2.726
1625581355.354, lauv-roald, DVL, 2.466
1625581355.537, lauv-roald, SmartX, 2.716
1625581355.552, lauv-roald, DVL, 2.460
1625581355.752, lauv-roald, DVL, 2.449
1625581356.037, lauv-roald, SmartX, 2.726
1625581356.152, lauv-roald, DVL, 2.450
1625581356.350, lauv-roald, DVL, 2.448
1625581356.537, lauv-roald, SmartX, 2.686
1625581356.554, lauv-roald, DVL, 2.446
1625581356.951, lauv-roald, DVL, 2.443
1625581357.037, lauv-roald, SmartX, 2.696
1625581357.152, lauv-roald, DVL, 2.446
1625581357.350, lauv-roald, DVL, 2.436
1625581357.537, lauv-roald, SmartX, 2.696
1625581357.737, lauv-roald, DVL, 2.425
1625581357.933, lauv-roald, DVL, 2.418
1625581358.037, lauv-roald, SmartX, 2.686
1625581358.138, lauv-roald, DVL, 2.422
1625581358.537, lauv-roald, SmartX, 2.706
1625581358.551, lauv-roald, DVL, 2.423
1625581358.751, lauv-roald, DVL, 2.429
1625581358.949, lauv-roald, DVL, 2.421
1625581359.037, lauv-roald, SmartX, 2.726
1625581359.354, lauv-roald, DVL, 2.439
1625581359.537, lauv-roald, SmartX, 2.726
1625581359.554, lauv-roald, DVL, 2.452
1625581359.754, lauv-roald, DVL, 2.454
1625581360.037, lauv-roald, SmartX, 2.736
1625581360.148, lauv-roald, DVL, 2.468
1625581360.357, lauv-roald, DVL, 2.470
1625581360.537, lauv-roald, SmartX, 2.736
1625581360.549, lauv-roald, DVL, 2.470
1625581360.954, lauv-roald, DVL, 2.486
1625581361.037, lauv-roald, SmartX, 2.736
1625581361.155, lauv-roald, DVL, 2.481
1625581361.352, lauv-roald, DVL, 2.486
1625581361.537, lauv-roald, SmartX, 2.756
1625581361.755, lauv-roald, DVL, 2.486
1625581361.956, lauv-roald, DVL, 2.484
1625581362.037, lauv-roald, SmartX, 2.756
1625581362.155, lauv-roald, DVL, 2.483
1625581362.537, lauv-roald, SmartX, 2.736
1625581362.553, lauv-roald, DVL, 2.478
1625581362.754, lauv-roald, DVL, 2.475
1625581362.952, lauv-roald, DVL, 2.462
1625581363.037, lauv-roald, SmartX, 2.716
1625581363.353, lauv-roald, DVL, 2.458
1625581363.537, lauv-roald, SmartX, 2.706
1625581363.552, lauv-roald, DVL, 2.449
1625581363.752, lauv-roald, DVL, 2.443
1625581364.037, lauv-roald, SmartX, 2.686
1625581364.152, lauv-roald, DVL, 2.434
1625581364.351, lauv-roald, DVL, 2.432
1625581364.536, lauv-roald, SmartX, 2.696
1625581364.550, lauv-roald, DVL, 2.416
1625581364.950, lauv-roald, DVL, 2.409
1625581365.037, lauv-roald, SmartX, 2.676
1625581365.154, lauv-roald, DVL, 2.418
1625581365.355, lauv-roald, DVL, 2.415
1625581365.537, lauv-roald, SmartX, 2.666
1625581365.751, lauv-roald, DVL, 2.400
